experiment_id,dataset,commit,hardware,config_path,wall_clock_seconds,gpu_peak_gb,intermediate_outputs,final_results,paper_numbers,notes
exp_llava_stage4_train25k_C_text_only_25000_2000steps_20260521,WeiChow/cc3m 200K C text-only LLaVA JSON split formal 25K sample,2c534ae4bb4ec3f516e28f695f23aadf0784dfa0,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_C_text_only_25000_2000steps_20260521/config.yaml,20604.458254098892,5.523,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_C_text_only_25000_2000steps_20260521,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_C_text_only_25000_2000steps_20260521/metrics.json,C text-only train25k; samples=25000; steps=2000; final_loss=3.8543; peak_memory_gb=5.523,"Formal 25K/2000-step LoRA training completed on Windows RTX 3090; training loss only, not VQAv2/TextVQA downstream metric."
exp_llava_stage4_train25k_E_stage4_joint_25000_2000steps_20260522_rerun4,WeiChow/cc3m 200K E Stage 4 joint LLaVA JSON split formal 25K sample,2c534ae4bb4ec3f516e28f695f23aadf0784dfa0,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_E_stage4_joint_25000_2000steps_20260522_rerun4/config.yaml,20081.177613019943,5.523,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_E_stage4_joint_25000_2000steps_20260522_rerun4,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_train25k_E_stage4_joint_25000_2000steps_20260522_rerun4/metrics.json,E Stage 4 joint rerun4 train25k; samples=25000; steps=2000; final_loss=1.7374; peak_memory_gb=5.523; runtime_h=5.58,"Successful E rerun replacing failed original E 20260521 run; training loss only, not VQAv2/TextVQA downstream metric."
exp_llava_stage4_vqa_vqav2_quick_A_raw_20260522,VQAv2 quick 1000 validation questions for A raw,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_A_raw_20260522/config.yaml,1652.0815873146057,4.309,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_A_raw_20260522,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_A_raw_20260522/metrics.json,VQAv2 quick; n=1000; vqa_consensus=0.0940; exact_match=0.1020,Quick 1000-sample VQAv2 sanity check after 25K/2000-step LoRA training; not a full downstream benchmark.
exp_llava_stage4_vqa_vqav2_quick_B_image_only_20260522,VQAv2 quick 1000 validation questions for B image-only,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_B_image_only_20260522/config.yaml,1842.4902806282043,4.309,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_B_image_only_20260522,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_B_image_only_20260522/metrics.json,VQAv2 quick; n=1000; vqa_consensus=0.0060; exact_match=0.0060,Quick 1000-sample VQAv2 sanity check after 25K/2000-step LoRA training; score is very low and needs cautious interpretation.
exp_llava_stage4_vqa_vqav2_quick_C_text_only_20260522,VQAv2 quick 1000 validation questions for C text-only,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_C_text_only_20260522/config.yaml,1873.6186442375183,4.309,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_C_text_only_20260522,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_C_text_only_20260522/metrics.json,VQAv2 quick; n=1000; vqa_consensus=0.0037; exact_match=0.0040,Quick 1000-sample VQAv2 sanity check after 25K/2000-step LoRA training; score is very low and needs cautious interpretation.
exp_llava_stage4_vqa_vqav2_quick_D_naive_union_20260522,VQAv2 quick 1000 validation questions for D naive union,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_D_naive_union_20260522/config.yaml,2148.2189786434174,4.309,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_D_naive_union_20260522,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_D_naive_union_20260522/metrics.json,VQAv2 quick; n=1000; vqa_consensus=0.0010; exact_match=0.0010,Quick 1000-sample VQAv2 sanity check after 25K/2000-step LoRA training; score is very low and needs cautious interpretation.
exp_llava_stage4_vqa_vqav2_quick_E_stage4_joint_20260522,VQAv2 quick 1000 validation questions for E Stage 4 joint,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 WSL2 Ubuntu-24.04 RTX 3090; Python 3.12.3; torch 2.5.1+cu121; transformers 5.8.1; peft 0.19.1; bitsandbytes 0.49.2,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_E_stage4_joint_20260522/config.yaml,1742.0976643562317,4.309,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_E_stage4_joint_20260522,experiments/results/plan_b_stage4/windows_sync/exp_llava_stage4_vqa_vqav2_quick_E_stage4_joint_20260522/metrics.json,VQAv2 quick; n=1000; vqa_consensus=0.0057; exact_match=0.0060,Quick 1000-sample VQAv2 sanity check after E Stage 4 joint 25K/2000-step LoRA training; score is above B/C/D but far below raw A.
exp_stage4_threshold_diagnostic_1000_20260523,CC3M 200K high-joint 1000-label dev diagnostic,8422a79e8d0aa27924011251534fb43bdaaffcf6,Darwin arm64 Python 3.13.12,experiments/results/plan_b_stage4/exp_stage4_threshold_diagnostic_1000_20260523/config.yaml,0.6686232089996338,n/a,experiments/results/plan_b_stage4/exp_stage4_threshold_diagnostic_1000_20260523/naive_union_grid_metrics.csv,experiments/results/plan_b_stage4/exp_stage4_threshold_diagnostic_1000_20260523/metrics.json,image_f1=0.6283@0.81; joint_f1=0.5835@0.85; naive_union_f1=0.5736@image0.79_text1.00; text_f1=0.4556,ICDM diagnostic only; existing 1000 high-joint labels are now treated as dev/threshold-selection data rather than final held-out evaluation.
exp_stage4_fair_score_stratified_candidates_3000_20260523,CC3M 200K score-space stratified fair annotation candidates,8422a79e8d0aa27924011251534fb43bdaaffcf6,Darwin arm64 Python 3.13.12,experiments/results/plan_b_stage4/exp_stage4_fair_score_stratified_candidates_3000_20260523/config.yaml,1.931894063949585,n/a,experiments/results/plan_b_stage4/exp_stage4_fair_score_stratified_candidates_3000_20260523/bucket_coverage.csv,experiments/results/plan_b_stage4/exp_stage4_fair_score_stratified_candidates_3000_20260523/metrics.json,sampled_rows=3000; populated_buckets=37; sampled_buckets=37; source_candidates=500000; excluded_old_labels=1000,Label-agnostic image/text/joint score-space stratified candidate set for ICDM fair Stage 4 evaluation; labels not filled yet.
exp_stage4_fair_annotation_3000_20260523,CC3M 200K fair score-space stratified 3000 annotation task,8422a79e8d0aa27924011251534fb43bdaaffcf6,Windows 11 RTX 3090 image cache rendered review sheets; Mac Darwin arm64 annotation source-of-truth,experiments/results/plan_b_stage4/exp_stage4_fair_annotation_3000_20260523/config.yaml,n/a,n/a,experiments/results/plan_b_stage4/exp_stage4_fair_annotation_3000_20260523/review_sheets,experiments/results/plan_b_stage4/exp_stage4_fair_annotation_3000_20260523/metrics.json,annotation_rows=3000; labeled=3000; positives=462; duplicate=9; near_duplicate=453; not_duplicate=2538; audit_rows=600; review_sheets=375; labels_pending=0,Primary fair held-out labeling complete after first-500 relabel backfill; old 1000 high-joint labels are dev/threshold diagnostic only.
exp_stage4_fair_eval_3000_20260528,CC3M 200K fair score-space stratified 3000 held-out labels,8422a79e8d0aa27924011251534fb43bdaaffcf6,Darwin arm64 | Python 3.13.12,experiments/results/plan_b_stage4/exp_stage4_fair_eval_3000_20260528/config.yaml,0.022335052490234375,n/a,experiments/results/plan_b_stage4/exp_stage4_fair_eval_3000_20260528/fixed_threshold_metrics.csv,experiments/results/plan_b_stage4/exp_stage4_fair_eval_3000_20260528/metrics.json,rows=3000; positives=462; image_f1=0.3781@0.81; text_f1=0.2669@0.00; naive_union_f1=0.3720@image0.79_text1.00; joint_f1=0.6157@0.85; stage4_vs_naive_delta=0.2437; stage4_vs_image_delta=0.2376,"ICDM fair held-out Stage 4 main evaluation; thresholds fixed from old 1000-row dev diagnostic, no held-out threshold tuning."
exp_stage4_training_manifests_200k_fair_op_v2_20260528,CC3M 200K A/B/C/D/E v2 training manifests after fair-label correction,8422a79e8d0aa27924011251534fb43bdaaffcf6,Darwin arm64 | Python 3.13.12,experiments/results/plan_b_stage4/exp_stage4_training_manifests_200k_fair_op_v2_20260528/config.yaml,19.05912709236145,n/a,experiments/results/plan_b_stage4/exp_stage4_training_manifests_200k_fair_op_v2_20260528/threshold_dedup_rates.csv,experiments/results/plan_b_stage4/exp_stage4_training_manifests_200k_fair_op_v2_20260528/metrics.json,A kept=200000; B kept=177796 rate=0.111; C kept=170783 rate=0.146; D kept=155127 rate=0.224; E kept=190744 rate=0.046; E rule=image>=0.85 AND text>=0.85; strict_duplicate_if_both>=0.95,"Materialized updated A/B/C/D/E manifests after fair 3000-label correction; old downstream LLaVA runs use old split and must be treated as diagnostic before rerun."
