candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,needs_audit,label_options,annotation_guideline,final_label,adjudication_status,is_positive,image_pred,text_pred,naive_pred,joint_pred,image_correct,text_correct,naive_correct,joint_correct,joint_error_type,image_error_type,caption_equal,image_minus_joint,text_minus_image
cand_064957,cc3m_415,cc3m_164298,D:\data\cc3m_subset_200k\cc3m_415.jpg,D:\data\cc3m_subset_200k\cc3m_164298.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.7495602369308472,0.9999999403953552,0.8747801184654236,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.125220,0.250440
cand_064970,cc3m_415,cc3m_123016,D:\data\cc3m_subset_200k\cc3m_415.jpg,D:\data\cc3m_subset_200k\cc3m_123016.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.717552661895752,0.9999999403953552,0.858776330947876,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.141224,0.282447
cand_065189,cc3m_144152,cc3m_159642,D:\data\cc3m_subset_200k\cc3m_144152.jpg,D:\data\cc3m_subset_200k\cc3m_159642.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.7519702315330505,0.9999999403953552,0.8759851455688477,0.9999999403953552,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.124015,0.248030
cand_065431,cc3m_104690,cc3m_204955,D:\data\cc3m_subset_200k\cc3m_104690.jpg,D:\data\cc3m_subset_200k\cc3m_204955.jpg,actor attends the premiere of film,actor attends the premiere of film,0.7470798492431641,0.9999999403953552,0.873539924621582,0.9999999403953552,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.126460,0.252920
cand_065683,cc3m_77817,cc3m_111875,D:\data\cc3m_subset_200k\cc3m_77817.jpg,D:\data\cc3m_subset_200k\cc3m_111875.jpg,actor during an interview with comedian,actor during an interview with comedian,0.7034626007080078,0.9999999403953552,0.8517313599586487,0.9999999403953552,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.148269,0.296537
cand_067299,cc3m_21582,cc3m_31062,D:\data\cc3m_subset_200k\cc3m_21582.jpg,D:\data\cc3m_subset_200k\cc3m_31062.jpg,the birthday cake with candles in the form of number icon .,the birthday cake with candles in the form of number icon .,0.7927980422973633,0.9999999403953552,0.8963990211486816,0.9999999403953552,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.103601,0.207202
cand_067341,cc3m_74049,cc3m_89613,D:\data\cc3m_subset_200k\cc3m_74049.jpg,D:\data\cc3m_subset_200k\cc3m_89613.jpg,illustrated country shape with the flag,illustrated country shape with the flag,0.7072592377662659,0.9999999403953552,0.8536297082901001,0.9999999403953552,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.146370,0.292741
cand_068015,cc3m_36853,cc3m_86594,D:\data\cc3m_subset_200k\cc3m_36853.jpg,D:\data\cc3m_subset_200k\cc3m_86594.jpg,"seamless texture with a flock of dolphins under water , illustration for background","seamless texture with a flock of dolphins under water , illustration for background",0.7727741003036499,0.9999999403953552,0.8863871097564697,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.113613,0.227226
cand_068680,cc3m_24700,cc3m_149594,D:\data\cc3m_subset_200k\cc3m_24700.jpg,D:\data\cc3m_subset_200k\cc3m_149594.jpg,actor during an interview with comedian,actor during an interview with comedian,0.7400782108306885,0.9999999403953552,0.8700392246246338,0.9999999403953552,text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.129961,0.259922
cand_069561,cc3m_11528,cc3m_52278,D:\data\cc3m_subset_200k\cc3m_11528.jpg,D:\data\cc3m_subset_200k\cc3m_52278.jpg,images from the graduation at the school .,images from the graduation at the school .,0.7594106793403625,0.9999999403953552,0.8797054290771484,0.9999999403953552,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.120295,0.240589
cand_070387,cc3m_123966,cc3m_149320,D:\data\cc3m_subset_200k\cc3m_123966.jpg,D:\data\cc3m_subset_200k\cc3m_149320.jpg,homes for sale and luxury real estate including horse farms and property in the areas,homes for sale and luxury real estate including horse farms and property in the areas,0.7157208919525146,0.9999998807907104,0.8578604459762573,0.9999998807907104,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.142140,0.284279
cand_070707,cc3m_88136,cc3m_97990,D:\data\cc3m_subset_200k\cc3m_88136.jpg,D:\data\cc3m_subset_200k\cc3m_97990.jpg,artist of artist performs on stage,artist of artist performs on stage,0.7081555724143982,0.9999998807907104,0.8540778160095215,0.9999998807907104,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,1,-0.145922,0.291844
cand_072030,cc3m_5926,cc3m_115829,D:\data\cc3m_subset_200k\cc3m_5926.jpg,D:\data\cc3m_subset_200k\cc3m_115829.jpg,american football player warms up before the game against sports team,american football player warms up before a game against sports team,0.7522928714752197,0.9961135387420654,0.8742032051086426,0.9961135387420654,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.121910,0.243821
cand_074999,cc3m_55109,cc3m_191787,D:\data\cc3m_subset_200k\cc3m_55109.jpg,D:\data\cc3m_subset_200k\cc3m_191787.jpg,flag this is a computer generated and 3d rendered image .,flag this is a computer generated and 3d rendered image,0.7582457065582275,0.9922782778739929,0.8752620220184326,0.9922782778739929,image|joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.117016,0.234033
cand_075746,cc3m_28646,cc3m_74183,D:\data\cc3m_subset_200k\cc3m_28646.jpg,D:\data\cc3m_subset_200k\cc3m_74183.jpg,vector illustration of a pretty fashion girl and old tram .,vector illustration of a fashion girl and old tram .,0.7442856431007385,0.991328775882721,0.8678072690963745,0.991328775882721,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.123522,0.247043
cand_076036,cc3m_39088,cc3m_123993,D:\data\cc3m_subset_200k\cc3m_39088.jpg,D:\data\cc3m_subset_200k\cc3m_123993.jpg,a model walks the runway at the summer fashion show during london menswear fashion week .,a model walks the runway at the show spring summer fashion show during london menswear fashion week .,0.7194894552230835,0.9909350275993347,0.8552123308181763,0.9909350275993347,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.135723,0.271446
cand_077280,cc3m_44708,cc3m_196119,D:\data\cc3m_subset_200k\cc3m_44708.jpg,D:\data\cc3m_subset_200k\cc3m_196119.jpg,actor attends the uk premiere,actor attends the uk film premiere,0.7550916075706482,0.9895714521408081,0.8723315000534058,0.9895714521408081,joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.117240,0.234480
cand_077689,cc3m_62654,cc3m_80473,D:\data\cc3m_subset_200k\cc3m_62654.jpg,D:\data\cc3m_subset_200k\cc3m_80473.jpg,actor attends the uk premiere .,actor attends the uk film premiere .,0.7859756946563721,0.9892673492431641,0.8876215219497681,0.9892673492431641,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.101646,0.203292
cand_077842,cc3m_50974,cc3m_134106,D:\data\cc3m_subset_200k\cc3m_50974.jpg,D:\data\cc3m_subset_200k\cc3m_134106.jpg,a model walks the runway at the winter fashion show during london menswear fashion week .,a model walks the runway at the fashion show during london menswear fashion week .,0.7505226135253906,0.9891484975814819,0.8698354959487915,0.9891484975814819,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.119313,0.238626
cand_079222,cc3m_182946,cc3m_191072,D:\data\cc3m_subset_200k\cc3m_182946.jpg,D:\data\cc3m_subset_200k\cc3m_191072.jpg,actor attends a premiere during festival,actor attends the premiere during festival,0.7382578253746033,0.9877555966377258,0.8630067706108093,0.9877555966377258,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.124749,0.249498
cand_080964,cc3m_182204,cc3m_182415,D:\data\cc3m_subset_200k\cc3m_182204.jpg,D:\data\cc3m_subset_200k\cc3m_182415.jpg,golfer during the first round held,golfer during the first round,0.7522326707839966,0.9859554767608643,0.8690940141677856,0.9859554767608643,joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.116861,0.233723
cand_081124,cc3m_44474,cc3m_160468,D:\data\cc3m_subset_200k\cc3m_44474.jpg,D:\data\cc3m_subset_200k\cc3m_160468.jpg,golfer during the third round,golfer during the second round,0.7703912258148193,0.985804557800293,0.8780978918075562,0.985804557800293,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.107707,0.215413
cand_081624,cc3m_53480,cc3m_95467,D:\data\cc3m_subset_200k\cc3m_53480.jpg,D:\data\cc3m_subset_200k\cc3m_95467.jpg,actor arrives at the premiere held,actor arrives at the premiere,0.7518224120140076,0.9852426052093506,0.8685325384140015,0.9852426052093506,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.116710,0.233420
cand_082097,cc3m_74946,cc3m_151526,D:\data\cc3m_subset_200k\cc3m_74946.jpg,D:\data\cc3m_subset_200k\cc3m_151526.jpg,photo of a contemporary backyard landscaping .,photo of a modern backyard landscaping .,0.7449394464492798,0.9850116968154907,0.86497563123703,0.9850116968154907,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.120036,0.240072
cand_084708,cc3m_41046,cc3m_125175,D:\data\cc3m_subset_200k\cc3m_41046.jpg,D:\data\cc3m_subset_200k\cc3m_125175.jpg,a model walks the runway at the winter fashion show during fashion week,a model walks the runway at the fashion show during fashion week,0.7290782928466797,0.9827547073364258,0.8559163808822632,0.9827547073364258,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.126838,0.253676
cand_086567,cc3m_112356,cc3m_148467,D:\data\cc3m_subset_200k\cc3m_112356.jpg,D:\data\cc3m_subset_200k\cc3m_148467.jpg,a model walks the runway at the summer fashion show during event .,a model walks the runway at the summer fashion show during fashion week .,0.7193334102630615,0.981156587600708,0.8502450585365295,0.981156587600708,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.130912,0.261823
cand_086572,cc3m_64642,cc3m_136830,D:\data\cc3m_subset_200k\cc3m_64642.jpg,D:\data\cc3m_subset_200k\cc3m_136830.jpg,a model walks the runway at the summer fashion show during fashion week .,a model walks the runway at the summer fashion show during event .,0.7248542904853821,0.981156587600708,0.8530055284500122,0.981156587600708,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.128151,0.256302
cand_086835,cc3m_43052,cc3m_126081,D:\data\cc3m_subset_200k\cc3m_43052.jpg,D:\data\cc3m_subset_200k\cc3m_126081.jpg,fishing boats in the harbour,fishing boats moored at the harbour,0.7881447672843933,0.980988621711731,0.8845666646957397,0.980988621711731,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.096422,0.192844
cand_087791,cc3m_140385,cc3m_188407,D:\data\cc3m_subset_200k\cc3m_140385.jpg,D:\data\cc3m_subset_200k\cc3m_188407.jpg,week - photos vs. football game .,week -- photos vs. football game .,0.7203536033630371,0.9802757501602173,0.850314736366272,0.9802757501602173,joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.129961,0.259922
cand_088541,cc3m_70042,cc3m_128447,D:\data\cc3m_subset_200k\cc3m_70042.jpg,D:\data\cc3m_subset_200k\cc3m_128447.jpg,pop artist performs on stage as part of festival .,pop artist performs on stage during festival,0.7435958385467529,0.9798315763473511,0.861713707447052,0.9798315763473511,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.118118,0.236236
cand_088713,cc3m_59091,cc3m_134481,D:\data\cc3m_subset_200k\cc3m_59091.jpg,D:\data\cc3m_subset_200k\cc3m_134481.jpg,kitchen in the floor plan,kitchen of the floor plan,0.7751813530921936,0.9797022938728333,0.8774417638778687,0.9797022938728333,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.102260,0.204521
cand_090505,cc3m_204681,cc3m_205564,D:\data\cc3m_subset_200k\cc3m_204681.jpg,D:\data\cc3m_subset_200k\cc3m_205564.jpg,a model walks the runway at the winter fashion show during fashion week,a model walks the runway at the winter fashion show during event,0.7227061986923218,0.9785019159317017,0.8506040573120117,0.9785019159317017,image|joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.127898,0.255796
cand_091879,cc3m_33990,cc3m_155680,D:\data\cc3m_subset_200k\cc3m_33990.jpg,D:\data\cc3m_subset_200k\cc3m_155680.jpg,a model walks the runway at the fashion show during fashion week .,a model walks the runway at the fashion show during event .,0.7445341348648071,0.9775813817977905,0.861057698726654,0.9775813817977905,image|joint,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.116524,0.233047
cand_092846,cc3m_15612,cc3m_32265,D:\data\cc3m_subset_200k\cc3m_15612.jpg,D:\data\cc3m_subset_200k\cc3m_32265.jpg,person attends the premiere during festival,person attends the premiere during festival at festivals,0.7520660758018494,0.9769594669342041,0.8645127415657043,0.9769594669342041,joint|text,very_high,not-duplicate,wzy,not-duplicate,,1,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,agreed,0,0,1,1,1,1,0,0,0,fp,,0,-0.112447,0.224893
cand_093159,cc3m_9014,cc3m_170208,D:\data\cc3m_subset_200k\cc3m_9014.jpg,D:\data\cc3m_subset_200k\cc3m_170208.jpg,a model walks the runway at the winter fashion show during event .,a model walks the runway at the fashion show during event .,0.7808632850646973,0.9767739176750183,0.8788185715675354,0.9767739176750183,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.097955,0.195911
cand_095357,cc3m_84550,cc3m_87919,D:\data\cc3m_subset_200k\cc3m_84550.jpg,D:\data\cc3m_subset_200k\cc3m_87919.jpg,actor attends the premiere of,actor attends the premiere of the film,0.7380303740501404,0.9751244187355042,0.8565773963928223,0.9751244187355042,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.118547,0.237094
cand_097963,cc3m_62948,cc3m_109467,D:\data\cc3m_subset_200k\cc3m_62948.jpg,D:\data\cc3m_subset_200k\cc3m_109467.jpg,fresh fishes in a market local market,fresh fishes from sea in the market,0.7895969748497009,0.9736417531967163,0.8816193342208862,0.9736417531967163,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.092022,0.184045
cand_105063,cc3m_121655,cc3m_168023,D:\data\cc3m_subset_200k\cc3m_121655.jpg,D:\data\cc3m_subset_200k\cc3m_168023.jpg,week - photos from the football game .,week - photos from the football game,0.7612390518188477,0.9691667556762695,0.8652029037475586,0.9691667556762695,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.103964,0.207928
cand_105068,cc3m_92520,cc3m_163032,D:\data\cc3m_subset_200k\cc3m_92520.jpg,D:\data\cc3m_subset_200k\cc3m_163032.jpg,week - photos from the football game .,week - photos from the football game,0.7811418175697327,0.9691667556762695,0.8751543760299683,0.9691667556762695,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.094013,0.188025
cand_108787,cc3m_56328,cc3m_185965,D:\data\cc3m_subset_200k\cc3m_56328.jpg,D:\data\cc3m_subset_200k\cc3m_185965.jpg,ice hockey player of the sports team skates against sports team in a game,ice hockey right winger of the sports team skates against sports team,0.7753303647041321,0.9668823480606079,0.8711063861846924,0.9668823480606079,image|joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.095776,0.191552
cand_109950,cc3m_1223,cc3m_196685,D:\data\cc3m_subset_200k\cc3m_1223.jpg,D:\data\cc3m_subset_200k\cc3m_196685.jpg,person performs as part of festival,person performs during the festival,0.73595130443573,0.9661798477172852,0.8510655164718628,0.9661798477172852,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.115114,0.230229
cand_111029,cc3m_152940,cc3m_183096,D:\data\cc3m_subset_200k\cc3m_152940.jpg,D:\data\cc3m_subset_200k\cc3m_183096.jpg,the geometric pattern with lines .,"the geometric pattern by lines , stripes .",0.7444853186607361,0.9655669927597046,0.855026125907898,0.9655669927597046,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.110541,0.221082
cand_111318,cc3m_122888,cc3m_172191,D:\data\cc3m_subset_200k\cc3m_122888.jpg,D:\data\cc3m_subset_200k\cc3m_172191.jpg,baseball player throws against sports team,baseball player throws a pitch against sports team,0.7974462509155273,0.9653558731079102,0.8814011216163635,0.9653558731079102,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.083955,0.167910
cand_113138,cc3m_83944,cc3m_134601,D:\data\cc3m_subset_200k\cc3m_83944.jpg,D:\data\cc3m_subset_200k\cc3m_134601.jpg,images at girls basketball game .,images at boys basketball game .,0.7820917367935181,0.9641313552856445,0.8731114864349365,0.9641313552856445,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.091020,0.182040
cand_113672,cc3m_24963,cc3m_108758,D:\data\cc3m_subset_200k\cc3m_24963.jpg,D:\data\cc3m_subset_200k\cc3m_108758.jpg,pop artist performs on stage .,pop artist performs during show .,0.7468662858009338,0.9638909101486206,0.8553786277770996,0.9638909101486206,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.108512,0.217025
cand_116422,cc3m_163667,cc3m_195582,D:\data\cc3m_subset_200k\cc3m_163667.jpg,D:\data\cc3m_subset_200k\cc3m_195582.jpg,actor arrives at the premiere,actor arrives at the premiere .,0.7507811784744263,0.962138295173645,0.8564597368240356,0.962138295173645,image|joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.105679,0.211357
cand_118674,cc3m_35150,cc3m_129374,D:\data\cc3m_subset_200k\cc3m_35150.jpg,D:\data\cc3m_subset_200k\cc3m_129374.jpg,images from the boys basketball game,images from the boys basketball game .,0.7919557094573975,0.9610584378242493,0.8765071630477905,0.9610584378242493,joint,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.084551,0.169103
cand_124174,cc3m_55323,cc3m_104392,D:\data\cc3m_subset_200k\cc3m_55323.jpg,D:\data\cc3m_subset_200k\cc3m_104392.jpg,a tree in a field,large tree in a field,0.7799761891365051,0.958082914352417,0.8690295219421387,0.958082914352417,joint|text,very_high,not-duplicate,wzy,,,0,duplicate|near-duplicate|not-duplicate,duplicate: same image and same caption meaning; near-duplicate: visually/semantically same with small edits; not-duplicate: meaningfully different pair.,not-duplicate,not_audited,0,0,1,1,1,1,0,0,0,fp,,0,-0.089053,0.178107
